sample_id,teaching_task_id,candidate_classroom_id,candidate_time_slot_id,course_type,total_hours,required_room_type,class_group_count,total_student_count,teacher_department,teacher_title,teacher_max_weekly_hours,room_capacity,room_type,room_building,capacity_margin,capacity_ratio,week_number,day_of_week,period_index,is_morning,is_afternoon,is_evening,is_early_period,is_late_period,teacher_occupied_at_slot,class_occupied_at_slot,room_occupied_at_slot,teacher_day_load,class_day_load,teacher_week_load,class_week_load,is_capacity_enough,is_room_type_match,has_teacher_conflict,has_class_conflict,has_room_conflict,has_hard_conflict,sample_weight,score,reject_reason
confirmed_item_58467,5,6,356,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,14,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58468,5,6,376,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,16,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58469,5,6,492,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58470,5,6,310,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58471,5,6,475,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,7,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58472,5,6,373,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,13,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58473,5,14,184,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,60,机房实验室,综合楼C座,17,1.3953,4,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58474,5,6,439,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,7,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58475,5,6,229,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,13,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58476,5,11,446,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼C座,37,1.8605,14,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58477,5,6,188,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,8,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58478,5,6,366,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58479,5,6,238,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58480,5,2,300,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼A座,37,1.8605,12,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58481,5,6,483,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,15,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58482,5,6,191,专业核心课,48,,1,43,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,37,1.8605,11,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58483,6,7,209,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,40,2.0,11,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58484,6,6,353,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,40,2.0,11,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58485,6,2,340,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼A座,40,2.0,16,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58486,6,6,336,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,40,2.0,12,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58487,6,1,313,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼A座,40,2.0,7,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58488,6,15,479,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房实验室,综合楼C座,20,1.5,11,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58489,6,5,490,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58490,6,11,211,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼C座,40,2.0,13,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58491,6,6,424,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,40,2.0,10,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58492,6,15,334,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房实验室,综合楼C座,20,1.5,10,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58493,6,5,220,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58494,6,7,339,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,40,2.0,15,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58495,6,18,374,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,70,普通教室,综合楼B座,30,1.75,14,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58496,6,2,241,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼A座,40,2.0,7,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58497,6,2,458,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼A座,40,2.0,8,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58498,6,15,233,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房实验室,综合楼C座,20,1.5,17,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58499,6,5,427,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,13,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58500,6,6,419,专业核心课,36,,1,40,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼B座,40,2.0,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58501,7,5,204,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,6,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58502,7,5,313,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,7,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58503,7,5,458,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,8,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58504,7,5,175,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,13,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58505,7,5,354,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,12,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58506,7,5,415,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,1,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58507,7,5,357,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,15,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58508,7,5,233,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,17,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58509,7,5,297,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,9,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58510,7,5,417,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,3,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58511,7,5,433,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58512,7,5,309,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58513,7,5,348,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58514,7,5,456,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,6,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58515,7,5,223,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,7,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58516,7,5,196,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,16,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58517,7,5,430,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,16,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58518,7,5,485,专业选修课,36,,1,40,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼A座,20,1.5,17,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58519,8,3,490,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,80,普通教室,综合楼A座,38,1.9048,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58520,8,9,464,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,14,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58521,8,9,174,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,12,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58522,8,9,341,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,17,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58523,8,9,335,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,11,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58524,8,9,446,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,14,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58525,8,9,494,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,8,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58526,8,9,250,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,16,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58527,8,9,291,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58528,8,9,488,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58529,8,9,339,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,15,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58530,8,9,427,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,13,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58531,8,9,340,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,16,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58532,8,9,321,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,15,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58533,8,9,309,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58534,8,9,187,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,7,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58535,8,9,300,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,12,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58536,8,9,241,专业选修课,36,,1,42,电子信息与计算机工程系,讲师,14,60,机房/实验室,综合楼B座,18,1.4286,7,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58537,9,16,481,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,120,阶梯教室,综合楼A座,32,1.3636,13,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58538,9,13,363,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼C座,12,1.1364,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58539,9,4,485,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼A座,12,1.1364,17,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58540,9,4,497,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼A座,12,1.1364,11,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58541,9,16,232,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,120,阶梯教室,综合楼A座,32,1.3636,16,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58542,9,13,201,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼C座,12,1.1364,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58543,9,13,226,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼C座,12,1.1364,10,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58544,9,13,192,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼C座,12,1.1364,12,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58545,9,13,421,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼C座,12,1.1364,7,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58546,9,16,372,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,120,阶梯教室,综合楼A座,32,1.3636,12,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58547,9,13,211,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼C座,12,1.1364,13,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58548,9,13,338,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼C座,12,1.1364,14,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58549,9,4,164,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼A座,12,1.1364,2,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58550,9,13,179,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼C座,12,1.1364,17,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58551,9,16,478,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,120,阶梯教室,综合楼A座,32,1.3636,10,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58552,9,13,461,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼C座,12,1.1364,11,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58553,9,13,208,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼C座,12,1.1364,10,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58554,9,4,194,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼A座,12,1.1364,14,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58555,9,4,350,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼A座,12,1.1364,8,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58556,9,4,467,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼A座,12,1.1364,17,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58557,9,13,501,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼C座,12,1.1364,15,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58558,9,4,246,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼A座,12,1.1364,12,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58559,9,16,222,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,120,阶梯教室,综合楼A座,32,1.3636,6,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58560,9,4,301,专业核心课,48,,2,88,电子信息与计算机工程系,副教授,12,100,阶梯教室,综合楼A座,12,1.1364,13,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58561,10,7,484,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼B座,35,1.7778,16,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58562,10,7,428,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼B座,35,1.7778,14,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58563,10,12,294,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼C座,35,1.7778,6,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58564,10,18,349,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,70,普通教室,综合楼B座,25,1.5556,7,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58565,10,8,451,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,90,阶梯教室,综合楼B座,45,2.0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58566,10,18,212,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,70,普通教室,综合楼B座,25,1.5556,14,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58567,10,7,470,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼B座,35,1.7778,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58568,10,7,368,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼B座,35,1.7778,8,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58569,10,7,236,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼B座,35,1.7778,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58570,10,7,489,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼B座,35,1.7778,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58571,10,7,371,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼B座,35,1.7778,11,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
confirmed_item_58572,10,7,453,专业核心课,48,,1,45,电子信息与计算机工程系,副教授,12,80,普通教室,综合楼B座,35,1.7778,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,confirmed_item_positive
